Cod;Finca;Ano;Año;FA;Semana;PPI;pH;Al;CE;MO;Cas;Mgs;Ks;Nas;Ps;Zns;Fes;Mns;Cus;Bs;Ss;CICE;CaMg;CaK;CaNa;CaP;CaZn;CaHie;CaMn;CaCu;CaB;CaS;MgK;MgNa;MgP;MgZn;MgFe;MgMn;MgCu;MgB;MgS;Kna;KP;KZn;Kfe;KMn;Kcu;KB;KS;PZn;Pfe;PMn;Pcu;PB;PS;Znfe;ZnMn;Zncu;ZnB;ZnS;FeMn;Fecu;FeB;FeS;MnCu;MnB;MnS;CuB;CuS;BS;Pcai;Pmgi;Pki;Pnai;CaMgK;Nf;Pf;Kf;Caf;Mgf;Sf;Mnf;Fef;Znf;Cuf;Bf;Naf;NPf;NKf;NCaf;NMgf;NSf;NMnf;NFef;NZnf;NCuf;NBf;NNaf;PKf;PCaf;PMgf;PSf;PMnf;PFef;PZnf;PCuf;PBf;PNaf;KCaf;KMgf;KSf;KMnf;KFef;KZnf;KCuf;KBf;KNaf;CaMgf;CaSf;CaMnf;CaFef;CaZnf;CaCuf;CaBf;CaNaf;MgSf;MgMnf;MgFef;MgZnf;MgCuf;MgBf;MgNaf;SMnf;SFef;SZnf;SCuf;SBf;SNaf;MnFef;MnZnf;MnCuf;MnBf;MnNaf;FeZnf;FeCuf;FeBf;FeNaf;ZnCuf;ZnBf;ZnNaf;CuBf;CuNaf;BNaf;HT;HJLI;HMJE;PPM;TMIN;TMAX;Da;Microp;Macrop;Ar;A
Do12.39;DonFuad;2012;Año2;Do12;39;2,99;6,7;0,05;3,47;14,47;10,88;1,86;0,83;0,54;97,5;3,11;263,37;76,69;33,62;0,18;123,71;14,11;5,85;13,11;20,15;0,11;3,5;0,04;0,14;0,32;60,44;0,09;2,24;3,44;0,02;0,6;0,01;0,02;0,06;10,33;0,02;1,54;0,01;0,27;0;0,01;0,02;4,61;0,01;31,35;0,37;1,27;2,9;541,67;0,79;0,01;0,04;0,09;17,28;0,03;3,43;7,83;1463,17;2,13;2,28;426,06;0,62;186,78;0,27;0;77,11;13,18;5,88;3,83;13,12;27,2;1,67;37,61;8,21;2,66;1,94;387,32;86,98;16,41;7,54;15,31;98,9;16,29;0,72;3,31;10,24;14;0,07;0,31;1,66;3,61;1,78;0,28;0,04;0,2;0,63;0,86;0;0,02;0,1;0,22;0,11;0,02;4,58;14,16;19,36;0,1;0,43;2,29;4,99;2,46;0,38;3,09;4,23;0,02;0,09;0,5;1,09;0,54;0,08;1,37;0,01;0,03;0,16;0,35;0,17;0,03;0,01;0,02;0,12;0,26;0,13;0,02;4,45;23,6;51,39;25,3;3,92;5,3;11,54;5,68;0,88;2,18;1,07;0,17;0,49;0,08;0,15;13,4;8,2;9,2;39,4;22,4;33,6;1,25;15,3;15,1;35,44;13,23
Do12.40;DonFuad;2012;Año2;Do12;40;3,56;5,42;0,08;2,64;14,98;7,82;1,68;0,76;0,19;45,6;1,98;307,47;54,07;28,89;0,38;53,76;10,45;4,65;10,29;41,16;0,17;3,95;0,03;0,14;0,27;20,58;0,15;2,21;8,84;0,04;0,85;0,01;0,03;0,06;4,42;0,03;4;0,02;0,38;0;0,01;0,03;2;0,01;23,03;0,15;0,84;1,58;120;0,85;0,01;0,04;0,07;5,21;0,04;5,69;10,64;809,13;5,72;1,87;142,29;1,01;76,03;0,54;0,01;74,83;16,08;7,27;1,82;10,03;30,1;1,91;44,72;9,39;3,1;2,15;492,17;161,1;16,8;8,85;20,26;94,35;15,75;0,67;3,21;9,72;14,01;0,06;0,19;1,79;3,4;1,49;0,32;0,04;0,2;0,62;0,89;0;0,01;0,11;0,22;0,09;0,02;4,76;14,44;20,82;0,09;0,28;2,66;5,05;2,21;0,47;3,03;4,37;0,02;0,06;0,56;1,06;0,46;0,1;1,44;0,01;0,02;0,18;0,35;0,15;0,03;0;0,01;0,13;0,24;0,11;0,02;3,06;29,29;55,59;24,29;5,22;9,59;18,19;7,95;1,71;1,9;0,83;0,18;0,44;0,09;0,21;10,4;5,2;6,2;44,3;22,3;34,2;1,25;13,5;15,5;35,44;13,23
Do12.41;DonFuad;2012;Año2;Do12;41;3,47;5,87;0,05;1,96;17,53;8,26;2,2;0,81;0,18;49,3;7,03;349,77;42,86;19,31;0,5;12,98;11,45;3,75;10,2;45,89;0,17;1,17;0,02;0,19;0,43;16,52;0,64;2,72;12,22;0,04;0,31;0,01;0,05;0,11;4,4;0,17;4,5;0,02;0,12;0;0,02;0,04;1,62;0,06;7,01;0,14;1,15;2,55;98,6;3,8;0,02;0,16;0,36;14,06;0,54;8,16;18,11;699,54;26,95;2,22;85,72;3,3;38,62;1,49;0,04;72,14;19,21;7,07;1,57;10,98;37;2,29;44,28;9,88;2,78;2,71;430,33;134,9;22,07;12,81;21,42;93,72;16,15;0,84;3,75;13,29;13,66;0,09;0,27;1,68;2,89;1,73;0,39;0,05;0,23;0,82;0,85;0,01;0,02;0,1;0,18;0,11;0,02;4,48;15,9;16,35;0,1;0,33;2,01;3,46;2,07;0,47;3,55;3,65;0,02;0,07;0,45;0,77;0,46;0,11;1,03;0,01;0,02;0,13;0,22;0,13;0,03;0,01;0,02;0,12;0,21;0,13;0,03;3,19;19,5;33,59;20,09;4,59;6,11;10,53;6,3;1,44;1,72;1,03;0,24;0,6;0,14;0,23;14,4;8,6;9,6;75,3;22,7;32,4;1,25;18,6;19,8;35,44;13,23
Do12.42;DonFuad;2012;Año2;Do12;42;3,08;5,6;0,1;0,36;14,59;5,34;1,26;0,59;0,13;33,58;1,33;418,28;39,55;8,81;0,13;6,14;7,32;4,24;9,05;41,08;0,16;4,02;0,01;0,14;0,61;41,08;0,87;2,14;9,69;0,04;0,95;0;0,03;0,14;9,69;0,21;4,54;0,02;0,44;0;0,01;0,07;4,54;0,1;25,25;0,08;0,85;3,81;258,31;5,47;0;0,03;0,15;10,23;0,22;10,58;47,48;3217,54;68,12;4,49;304,23;6,44;67,77;1,43;0,02;72,95;17,21;8,06;1,78;7,48;27,2;1,65;40,58;6,85;2,36;1,84;387,77;75,97;14,97;6,8;17,18;48,05;16,52;0,67;3,97;11,53;14,82;0,07;0,36;1,82;4;1,58;0,57;0,04;0,24;0,7;0,9;0;0,02;0,11;0,24;0,1;0,03;5,92;17,21;22,11;0,1;0,53;2,71;5,96;2,36;0,84;2,91;3,73;0,02;0,09;0,46;1,01;0,4;0,14;1,28;0,01;0,03;0,16;0,35;0,14;0,05;0;0,02;0,12;0,27;0,11;0,04;5,1;25,91;56,99;22,58;8,07;5,08;11,16;4,42;1,58;2,2;0,87;0,31;0,4;0,14;0,36;13,6;8,6;9,6;138,3;23,1;33,4;1,25;15;16,2;35,44;13,23
Do12.43;DonFuad;2012;Año2;Do12;43;3,34;5,34;0,13;0,88;11,38;3,64;1;1,09;0,12;52,5;1,95;364,92;35,53;4,78;0,12;17,91;5,85;3,64;3,34;30,33;0,07;1,87;0,01;0,1;0,76;30,33;0,2;0,92;8,33;0,02;0,51;0;0,03;0,21;8,33;0,06;9,08;0,02;0,56;0;0,03;0,23;9,08;0,06;26,92;0,14;1,48;10,98;437,5;2,93;0,01;0,05;0,41;16,25;0,11;10,27;76,34;3041;20,38;7,43;296,08;1,98;39,83;0,27;0,01;62,22;17,09;18,63;2,05;4,56;25,4;1,73;38,87;6,28;2,2;1,89;410,4;73,97;14,55;6,67;14,91;63,17;14,64;0,65;4,04;11,53;13,45;0,06;0,34;1,75;3,81;1,7;0,4;0,04;0,28;0,79;0,92;0;0,02;0,12;0,26;0,12;0,03;6,19;17,65;20,58;0,09;0,53;2,67;5,83;2,61;0,62;2,85;3,33;0,02;0,08;0,43;0,94;0,42;0,1;1,17;0,01;0,03;0,15;0,33;0,15;0,03;0;0,03;0,13;0,28;0,13;0,03;5,55;28,2;61,57;27,53;6,5;5,08;11,1;4,96;1,17;2,18;0,98;0,23;0,45;0,11;0,24;13,6;8;9;18,3;22,9;34;1,25;16,6;15;35,44;13,23
Eu12.1;Eufemia;2012;Año2;Eu12;1;3,45;5,65;0,05;2,96;12,33;7,78;2,28;1,21;0,1;50,63;4,6;363,81;85,04;40,37;0,17;24,01;11,37;3,41;6,43;77,8;0,15;1,69;0,02;0,09;0,19;45,76;0,32;1,88;22,8;0,05;0,5;0,01;0,03;0,06;13,41;0,09;12,1;0,02;0,26;0;0,01;0,03;7,12;0,05;11,01;0,14;0,6;1,25;297,82;2,11;0,01;0,05;0,11;27,06;0,19;4,28;9,01;2140,06;15,15;2,11;500,24;3,54;237,47;1,68;0,01;68,43;20,05;10,64;0,88;8,31;28;2;40,07;6,52;2,76;2,07;539,2;110,5;15,23;7,84;15,11;35,25;14,03;0,7;4,29;10,14;13,54;0,05;0,25;1,84;3,57;1,85;0,79;0,05;0,31;0,72;0,96;0;0,02;0,13;0,25;0,13;0,06;6,14;14,51;19,38;0,07;0,36;2,63;5,11;2,65;1,14;2,36;3,15;0,01;0,06;0,43;0,83;0,43;0,18;1,34;0,01;0,02;0,18;0,35;0,18;0,08;0;0,02;0,14;0,26;0,14;0,06;4,88;35,4;68,78;35,7;15,3;7,26;14,1;7,32;3,13;1,94;1,01;0,43;0,52;0,22;0,43;14,2;9,2;10,2;0;19,71;36,57;1,25;18,1;20,4;35,44;13,23
Eu12.2;Eufemia;2012;Año2;Eu12;2;3,54;5,77;0,08;2,79;14,87;9,82;3,44;1,02;0,14;40,14;9,81;297,81;84,73;73,57;0,16;9,02;14,42;2,85;9,63;70,14;0,24;1;0,03;0,12;0,13;61,38;1,09;3,37;24,57;0,09;0,35;0,01;0,04;0,05;21,5;0,38;7,29;0,03;0,1;0;0,01;0,01;6,38;0,11;4,09;0,13;0,47;0,55;250,88;4,45;0,03;0,12;0,13;61,31;1,09;3,51;4,05;1861,31;33,02;1,15;529,56;9,39;459,81;8,16;0,02;68,1;23,86;7,07;0,97;13;25,1;1,72;39,1;7,14;2,89;1,88;444,52;83,98;17,8;8,04;15,2;25,79;14,57;0,64;3,52;8,69;13,36;0,06;0,3;1,41;3,12;1,65;0,97;0,04;0,24;0,6;0,92;0;0,02;0,1;0,21;0,11;0,07;5,48;13,54;20,82;0,09;0,47;2,2;4,87;2,57;1,52;2,47;3,8;0,02;0,09;0,4;0,89;0,47;0,28;1,54;0,01;0,03;0,16;0,36;0,19;0,11;0;0,02;0,11;0,23;0,12;0,07;5,29;24,98;55,32;29,25;17,23;4,72;10,45;5,53;3,26;2,21;1,17;0,69;0,53;0,31;0,59;14;9;10;0;18,5;36;1,25;14,7;13,3;35,44;13,23
Eu12.3;Eufemia;2012;Año2;Eu12;3;3,65;5,61;0,08;2,36;13,97;9,54;3,54;0,59;0,15;29,2;3,43;298,84;83,18;81,05;0,09;12,38;13,82;2,69;16,17;63,6;0,33;2,78;0,03;0,11;0,12;106;0,77;6;23,6;0,12;1,03;0,01;0,04;0,04;39,33;0,29;3,93;0,02;0,17;0;0,01;0,01;6,56;0,05;8,51;0,1;0,35;0,36;324,44;2,36;0,01;0,04;0,04;38,11;0,28;3,59;3,69;3320,44;24,14;1,03;924,22;6,72;900,56;6,55;0,01;69,03;25,62;4,27;1,09;22,17;26,6;1,64;37,1;7;2,99;1,84;364,55;78,32;19,78;8,09;12,09;17,05;16,22;0,72;3,8;8,89;14,48;0,07;0,34;1,34;3,29;2,2;1,56;0,04;0,23;0,55;0,89;0;0,02;0,08;0,2;0,14;0,1;5,3;12,4;20,2;0,1;0,47;1,88;4,59;3,07;2,18;2,34;3,81;0,02;0,09;0,35;0,87;0,58;0,41;1,63;0,01;0,04;0,15;0,37;0,25;0,18;0,01;0,02;0,09;0,23;0,15;0,11;4,65;18,43;45,08;30,16;21,39;3,96;9,69;6,48;4,59;2,45;1,64;1,16;0,67;0,47;0,71;13,8;8,8;9,8;0;18,6;36,7;1,25;20,4;16,5;35,44;13,23
Eu12.4;Eufemia;2012;Año2;Eu12;4;4,24;5,43;0,08;4,85;15,74;10,52;4,26;1,07;0,18;35,67;4,52;323,49;84,34;63,65;0,13;8,12;16,03;2,47;9,83;58,44;0,29;2,33;0,03;0,12;0,17;80,92;1,3;3,98;23,67;0,12;0,94;0,01;0,05;0,07;32,77;0,52;5,94;0,03;0,24;0;0,01;0,02;8,23;0,13;7,89;0,11;0,42;0,56;274,38;4,39;0,01;0,05;0,07;34,77;0,56;3,84;5,08;2488,38;39,84;1,33;648,77;10,39;489,62;7,84;0,02;65,63;26,58;6,67;1,12;13,81;25,8;1,61;39,1;7,7;3,24;1,82;381,3;80,33;18,95;7,81;15,9;24,81;16,05;0,66;3,35;7,96;14,18;0,07;0,32;1,36;3,31;1,62;1,04;0,04;0,21;0,5;0,88;0;0,02;0,08;0,21;0,1;0,06;5,08;12,07;21,48;0,1;0,49;2,06;5,01;2,46;1,58;2,38;4,23;0,02;0,1;0,41;0,99;0,48;0,31;1,78;0,01;0,04;0,17;0,42;0,2;0,13;0;0,02;0,1;0,23;0,11;0,07;4,75;20,12;48,85;23,98;15,37;4,24;10,29;5,05;3,24;2,43;1,19;0,76;0,49;0,31;0,64;14,8;9;10;0;19,3;35,6;1,25;16,9;14,2;35,44;13,23
Eu12.5;Eufemia;2012;Año2;Eu12;5;4,34;4,88;0,18;6;14,01;7,34;2,68;2,48;0,19;39,52;3,77;373,09;65,62;33,17;0,16;45,53;12,69;2,74;2,96;38,63;0,19;1,95;0,02;0,11;0,22;45,88;0,16;1,08;14,11;0,07;0,71;0,01;0,04;0,08;16,75;0,06;13,05;0,06;0,66;0,01;0,04;0,07;15,5;0,05;10,48;0,11;0,6;1,19;247;0,87;0,01;0,06;0,11;23,56;0,08;5,69;11,25;2331,81;8,19;1,98;410,13;1,44;207,31;0,73;0;57,84;21,12;19,54;1,5;4,04;25;1,6;42,33;5,98;2,9;1,79;448,33;86,99;19,33;8,32;16,59;24,95;15,6;0,59;4,18;8,63;14;0,06;0,29;1,29;3,01;1,51;1;0,04;0,27;0,55;0,9;0;0,02;0,08;0,19;0,1;0,06;7,08;14,6;23,7;0,09;0,49;2,19;5,09;2,55;1,7;2,06;3,35;0,01;0,07;0,31;0,72;0,36;0,24;1,62;0,01;0,03;0,15;0,35;0,17;0,12;0;0,02;0,09;0,21;0,11;0,07;5,15;23,19;53,89;27,03;17,97;4,5;10,46;5,24;3,49;2,32;1,17;0,77;0,5;0,33;0,66;13,6;8,8;9,8;0;20,7;33,8;1,25;19,3;17,6;35,44;13,23
Eu12.6;Eufemia;2012;Año2;Eu12;6;4,23;5,68;0,05;3,84;14,45;9,88;2,54;1,39;0,13;60,66;5,67;273,28;65,8;118;0,16;12,31;13,94;3,89;7,11;76;0,16;1,74;0,04;0,15;0,08;61,75;0,8;1,83;19,54;0,04;0,45;0,01;0,04;0,02;15,88;0,21;10,69;0,02;0,25;0,01;0,02;0,01;8,69;0,11;10,7;0,22;0,92;0,51;379,13;4,93;0,02;0,09;0,05;35,44;0,46;4,15;2,32;1708;22,2;0,56;411,25;5,35;737,5;9,59;0,01;70,88;18,22;9,97;0,93;8,94;25,6;1,64;38,26;7,21;2,87;1,78;437,07;74,36;19,86;7,14;15,25;28,7;15,59;0,67;3,55;8,92;14,36;0,06;0,34;1,29;3,59;1,68;0,89;0,04;0,23;0,57;0,92;0;0,02;0,08;0,23;0,11;0,06;5,3;13,33;21,46;0,09;0,51;1,93;5,36;2,51;1,33;2,51;4,05;0,02;0,1;0,36;1,01;0,47;0,25;1,61;0,01;0,04;0,14;0,4;0,19;0,1;0;0,02;0,09;0,25;0,12;0,06;5,88;22,01;61,22;28,67;15,23;3,74;10,41;4,88;2,59;2,78;1,3;0,69;0,47;0,25;0,53;14,2;9;10;0;22;34;1,25;14,9;20,5;35,44;13,23
Eu12.10;Eufemia;2012;Año2;Eu12;10;4,14;5,78;0,08;2,59;13,12;9;3;0,38;0,11;34,38;2,52;309,24;73,61;49,42;0,14;8,36;12,49;3;23,68;81,82;0,26;3,57;0,03;0,12;0,18;64,29;1,08;7,89;27,27;0,09;1,19;0,01;0,04;0,06;21,43;0,36;3,45;0,01;0,15;0;0,01;0,01;2,71;0,05;13,64;0,11;0,47;0,7;245,57;4,11;0,01;0,03;0,05;18;0,3;4,2;6,26;2208,86;36,99;1,49;525,79;8,81;353;5,91;0,02;72,06;24,02;3,04;0,88;31,58;27;1,78;39,75;8,31;2,86;2,02;515,04;99,44;20,92;9,18;23,35;33,01;15,13;0,68;3,25;9,45;13,34;0,05;0,27;1,29;2,94;1,16;0,82;0,04;0,21;0,62;0,88;0;0,02;0,09;0,19;0,08;0,05;4,79;13,92;19,64;0,08;0,4;1,9;4,33;1,7;1,2;2,91;4,1;0,02;0,08;0,4;0,91;0,36;0,25;1,41;0,01;0,03;0,14;0,31;0,12;0,09;0;0,02;0,1;0,22;0,09;0,06;5,18;24,62;56,13;22,06;15,6;4,75;10,84;4,26;3,01;2,28;0,9;0,63;0,39;0,28;0,71;15;9,17;10,17;0;21,4;35,1;1,25;21,1;13,1;35,44;13,23
Eu12.11;Eufemia;2012;Año2;Eu12;11;3,46;6,11;0,05;4,92;13,75;13,66;3,24;1,1;0,13;66;11,38;352,44;82,89;42,9;0,23;28,86;18,13;4,22;12,42;105,08;0,21;1,2;0,04;0,16;0,32;59,39;0,47;2,95;24,92;0,05;0,28;0,01;0,04;0,08;14,09;0,11;8,46;0,02;0,1;0;0,01;0,03;4,78;0,04;5,8;0,19;0,8;1,54;286,96;2,29;0,03;0,14;0,27;49,48;0,39;4,25;8,22;1532,35;12,21;1,93;360,39;2,87;186,52;1,49;0,01;75,34;17,87;6,07;0,72;15,36;26,6;1,62;36,34;7,49;2,64;1,89;363,12;61,95;17,85;8,64;10,72;21,66;16,43;0,73;3,55;10,09;14,06;0,07;0,43;1,49;3,08;2,48;1,23;0,04;0,22;0,61;0,86;0;0,03;0,09;0,19;0,15;0,07;4,85;13,78;19,21;0,1;0,59;2,04;4,21;3,39;1,68;2,84;3,96;0,02;0,12;0,42;0,87;0,7;0,35;1,39;0,01;0,04;0,15;0,31;0,25;0,12;0,01;0,03;0,11;0,22;0,18;0,09;5,86;20,35;42,02;33,89;16,76;3,47;7,17;5,78;2,86;2,07;1,67;0,82;0,81;0,4;0,49;14;9,4;10,4;0;22,5;35,1;1,25;26,7;15,9;35,44;13,23
Eu12.12;Eufemia;2012;Año2;Eu12;12;3,01;5,16;0,08;5,15;15,06;10,38;2,68;0,8;0,15;44,6;3,93;358,66;60,23;73,19;0,14;16,91;14,01;3,87;12,98;69,2;0,23;2,64;0,03;0,17;0,14;74,14;0,61;3,35;17,87;0,06;0,68;0,01;0,04;0,04;19,14;0,16;5,33;0,02;0,2;0;0,01;0,01;5,71;0,05;11,35;0,12;0,74;0,61;318,57;2,64;0,01;0,07;0,05;28,07;0,23;5,95;4,9;2561,86;21,21;0,82;430,21;3,56;522,79;4,33;0,01;74,09;19,13;5,71;1,07;16,33;26,5;1,53;34,25;6,79;2,58;1,94;820,86;224,9;22,59;6,65;10,79;36;17,36;0,77;3,9;10,26;13,67;0,03;0,12;1,17;3,98;2,46;0,74;0,04;0,22;0,59;0,79;0;0,01;0,07;0,23;0,14;0,04;5,04;13,26;17,67;0,04;0,15;1,52;5,15;3,17;0,95;2,63;3,5;0,01;0,03;0,3;1,02;0,63;0,19;1,33;0;0,01;0,11;0,39;0,24;0,07;0;0,01;0,09;0,29;0,18;0,05;3,65;36,34;123,4;76,07;22,8;9,96;33,81;20,84;6,25;3,4;2,09;0,63;0,62;0,18;0,3;15,67;10,67;11,67;0;21,4;33,7;1,25;26,4;19,9;35,44;13,23
Eu12.13;Eufemia;2012;Año2;Eu12;13;3,48;5,65;0,05;2,96;12,33;7,78;2,28;1,21;0,1;50,63;4,6;363,81;85,04;40,37;0,17;24,01;11,37;3,41;6,43;77,8;0,15;1,69;0,02;0,09;0,19;45,76;0,32;1,88;22,8;0,05;0,5;0,01;0,03;0,06;13,41;0,09;12,1;0,02;0,26;0;0,01;0,03;7,12;0,05;11,01;0,14;0,6;1,25;297,82;2,11;0,01;0,05;0,11;27,06;0,19;4,28;9,01;2140,06;15,15;2,11;500,24;3,54;237,47;1,68;0,01;68,43;20,05;10,64;0,88;8,31;28;2;40,07;6,52;2,76;2,07;539,2;110,5;15,23;7,84;15,11;35,25;14,03;0,7;4,29;10,14;13,54;0,05;0,25;1,84;3,57;1,85;0,79;0,05;0,31;0,72;0,96;0;0,02;0,13;0,25;0,13;0,06;6,14;14,51;19,38;0,07;0,36;2,63;5,11;2,65;1,14;2,36;3,15;0,01;0,06;0,43;0,83;0,43;0,18;1,34;0,01;0,02;0,18;0,35;0,18;0,08;0;0,02;0,14;0,26;0,14;0,06;4,88;35,4;68,78;35,7;15,3;7,26;14,1;7,32;3,13;1,94;1,01;0,43;0,52;0,22;0,43;14,8;9,2;10,2;0;22,3;34,2;1,25;24,5;20,9;35,44;13,23
Eu12.14;Eufemia;2012;Año2;Eu12;14;3,51;5,77;0,08;2,79;14,87;9,82;3,44;1,02;0,14;40,14;9,81;297,81;84,73;73,57;0,16;9,02;14,42;2,85;9,63;70,14;0,24;1;0,03;0,12;0,13;61,38;1,09;3,37;24,57;0,09;0,35;0,01;0,04;0,05;21,5;0,38;7,29;0,03;0,1;0;0,01;0,01;6,38;0,11;4,09;0,13;0,47;0,55;250,88;4,45;0,03;0,12;0,13;61,31;1,09;3,51;4,05;1861,31;33,02;1,15;529,56;9,39;459,81;8,16;0,02;68,1;23,86;7,07;0,97;13;25,1;1,72;39,1;7,14;2,89;1,88;444,52;83,98;17,8;8,04;15,2;25,79;14,57;0,64;3,52;8,69;13,36;0,06;0,3;1,41;3,12;1,65;0,97;0,04;0,24;0,6;0,92;0;0,02;0,1;0,21;0,11;0,07;5,48;13,54;20,82;0,09;0,47;2,2;4,87;2,57;1,52;2,47;3,8;0,02;0,09;0,4;0,89;0,47;0,28;1,54;0,01;0,03;0,16;0,36;0,19;0,11;0;0,02;0,11;0,23;0,12;0,07;5,29;24,98;55,32;29,25;17,23;4,72;10,45;5,53;3,26;2,21;1,17;0,69;0,53;0,31;0,59;15,8;10,2;11,2;0;22,7;34,1;1,25;17,5;18,3;35,44;13,23
Eu12.18;Eufemia;2012;Año2;Eu12;18;2,99;5,68;0,05;3,84;14,45;9,88;2,54;1,39;0,13;60,66;5,67;273,28;65,8;118;0,16;12,31;13,94;3,89;7,11;76;0,16;1,74;0,04;0,15;0,08;61,75;0,8;1,83;19,54;0,04;0,45;0,01;0,04;0,02;15,88;0,21;10,69;0,02;0,25;0,01;0,02;0,01;8,69;0,11;10,7;0,22;0,92;0,51;379,13;4,93;0,02;0,09;0,05;35,44;0,46;4,15;2,32;1708;22,2;0,56;411,25;5,35;737,5;9,59;0,01;70,88;18,22;9,97;0,93;8,94;25,6;1,64;38,26;7,21;2,87;1,78;437,07;74,36;19,86;7,14;15,25;28,7;15,59;0,67;3,55;8,92;14,36;0,06;0,34;1,29;3,59;1,68;0,89;0,04;0,23;0,57;0,92;0;0,02;0,08;0,23;0,11;0,06;5,3;13,33;21,46;0,09;0,51;1,93;5,36;2,51;1,33;2,51;4,05;0,02;0,1;0,36;1,01;0,47;0,25;1,61;0,01;0,04;0,14;0,4;0,19;0,1;0;0,02;0,09;0,25;0,12;0,06;5,88;22,01;61,22;28,67;15,23;3,74;10,41;4,88;2,59;2,78;1,3;0,69;0,47;0,25;0,53;14,6;8,8;9,8;0;22,9;34,5;1,25;19,9;20,1;35,44;13,23
Eu12.19;Eufemia;2012;Año2;Eu12;19;3,66;5,28;0,1;3,81;15,3;8,6;2,78;1,47;0,13;80,42;8,05;321,57;47,03;78,61;0,11;10,35;12,98;3,09;5,85;66,15;0,11;1,07;0,03;0,18;0,11;78,18;0,83;1,89;21,38;0,03;0,35;0,01;0,06;0,04;25,27;0,27;11,31;0,02;0,18;0;0,03;0,02;13,36;0,14;9,99;0,25;1,71;1,02;731,09;7,77;0,03;0,17;0,1;73,18;0,78;6,84;4,09;2923,36;31,07;0,6;427,55;4,54;714,64;7,6;0,01;66,26;21,42;11,33;1;7,74;23,9;1,69;41,02;6,36;2,52;1,87;421,11;81,31;22,76;7,52;13,05;17,87;14,14;0,58;3,76;9,49;12,81;0,06;0,29;1,05;3,18;1,83;1,34;0,04;0,27;0,67;0,91;0;0,02;0,07;0,22;0,13;0,09;6,45;16,28;21,98;0,1;0,5;1,8;5,45;3,14;2,3;2,53;3,41;0,02;0,08;0,28;0,85;0,49;0,36;1,35;0,01;0,03;0,11;0,33;0,19;0,14;0;0,02;0,08;0,25;0,14;0,1;5,18;18,51;55,97;32,27;23,57;3,57;10,81;6,23;4,55;3,02;1,74;1,27;0,58;0,42;0,73;14,4;8,8;9,8;52,5;22,7;34,3;1,25;15,9;20,9;35,44;13,23
Eu12.20;Eufemia;2012;Año2;Eu12;20;2,03;4,96;0,13;4,15;14,43;5,64;1,64;2,04;0,16;52,21;6,22;320,37;49,04;52,22;0,15;10,41;9,48;3,44;2,76;35,25;0,11;0,91;0,02;0,12;0,11;37,6;0,54;0,8;10,25;0,03;0,26;0,01;0,03;0,03;10,93;0,16;12,75;0,04;0,33;0,01;0,04;0,04;13,6;0,2;8,39;0,16;1,06;1;348,07;5,02;0,02;0,13;0,12;41,47;0,6;6,53;6,14;2135,8;30,78;0,94;326,93;4,71;348,13;5,02;0,01;59,49;17,3;21,52;1,69;3,57;23,7;1,51;40,53;5,97;2,33;1,68;413,58;90,42;20,96;6,95;15,78;20,51;15,75;0,58;3,97;10,15;14,11;0,06;0,26;1,13;3,41;1,5;1,16;0,04;0,25;0,64;0,9;0;0,02;0,07;0,22;0,1;0,07;6,79;17,36;24,13;0,1;0,45;1,93;5,83;2,57;1,98;2,56;3,56;0,01;0,07;0,28;0,86;0,38;0,29;1,39;0,01;0,03;0,11;0,34;0,15;0,11;0;0,02;0,08;0,24;0,11;0,08;4,57;19,73;59,54;26,21;20,17;4,31;13,02;5,73;4,41;3,02;1,33;1,02;0,44;0,34;0,77;14,2;9;10;22,5;22,8;34,5;1,25;18,1;16,5;35,44;13,23
Eu12.23;Eufemia;2012;Año2;Eu12;23;4,15;6,11;0,05;4,92;13,75;13,66;3,24;1,1;0,13;66;11,38;352,44;82,89;42,9;0,23;28,86;18,13;4,22;12,42;105,08;0,21;1,2;0,04;0,16;0,32;59,39;0,47;2,95;24,92;0,05;0,28;0,01;0,04;0,08;14,09;0,11;8,46;0,02;0,1;0;0,01;0,03;4,78;0,04;5,8;0,19;0,8;1,54;286,96;2,29;0,03;0,14;0,27;49,48;0,39;4,25;8,22;1532,35;12,21;1,93;360,39;2,87;186,52;1,49;0,01;75,34;17,87;6,07;0,72;15,36;26,6;1,62;36,34;7,49;2,64;1,89;363,12;61,95;17,85;8,64;10,72;21,66;16,43;0,73;3,55;10,09;14,06;0,07;0,43;1,49;3,08;2,48;1,23;0,04;0,22;0,61;0,86;0;0,03;0,09;0,19;0,15;0,07;4,85;13,78;19,21;0,1;0,59;2,04;4,21;3,39;1,68;2,84;3,96;0,02;0,12;0,42;0,87;0,7;0,35;1,39;0,01;0,04;0,15;0,31;0,25;0,12;0,01;0,03;0,11;0,22;0,18;0,09;5,86;20,35;42,02;33,89;16,76;3,47;7,17;5,78;2,86;2,07;1,67;0,82;0,81;0,4;0,49;14,8;9;10;0;24,1;35,2;1,25;14,7;16,1;35,44;13,23
